symbol,name,totalVolume
cosmic-glyphs,Cosmic Glyphs,984668
transcripts,TRANSCRIPTS,980000
dmtbillythecats,Billy The Cats (BTC),976700
illuminals,Illuminals,971900
dotcat,DotCat,970000
ordinal_otters,Ordinal Otters,970000
abstraction-by-anon,Abstraction by Anon,968800
chum-punks,Chum Punks,965750
dogclub,DOG•SOCIAL•CLUB,960000
immortals,Bitcoin Immortals,960000
wolf,Wolf King,960000
digital_frontier,Digital frontier,953500
oad-stamps,OAD Stamps,950535
sharkies,Ordinal Sharkies,950000
bitmapvistas,Bitmap Vists Social Club,950000
rooster_by_eka,Bitcoin Rooster by Eka,950000
bitblackape,BIT Ape,949000
ordinal_pop,Ordinal Pop! by Eka,947000
marowan,MAROWAN,945997
rpgcard2,RPG CARD 2.0,945000
wasa-wasa-meme-club,WASA WASA MEME CLUB,940000
keypassblock9,KEYPASS BLOCK 9 PEPE,938000
ordikids,Ordikids,935400
ai-xanatos,AI Xanatos,931500
bitcoin-ghost,Bitcoin Ghost,930000
ohdz,Ordheadz,928890
gnome,OrdiGnomes,925000
sparkstones,*Spark Stones,919253
wca_btc_ligers,Wildcat Alliance: Bitcoin Ligers,914250
000,Send to Zero,910000
momentomoribtc,Memento Mori,910000
enchantedalchemy,"""Enchanted Alchemy""",910000
ord-signals-in-noise,Signals In Noise,909287
hellpool,Hellpool by Artax,908100
artrunes,ART Runes,905000
dog-of-bitcoin,$DOG | Children's drawing,903000
pizza_ninja,Pizza Ninja by Eka,902000
counterfeit-artifacts,counterfeit artifacts,900000
ordinalrejects,OrdinalRejects,900000
smicnals,Smicnals,900000
hello-kebko,HelloKebko,900000
junkie_pepes,JUNKIE PEPES,900000
ngac,NecoGene art Collection,900000
null-ordinals,Consideration of Passion by Null and Apathy,900000
sound_of_palindrome,Sound of Palindrome by SAYOOOOOh,900000
gnstory,GN STORY,900000
mandala,DMT-Mandala,897300
penguinos,Penguinos,890290
bitmapcityvol2,BITMAP CITY VOL. 2 by CRFTD,889000
eternalsignatures,Eternal Signatures,882100
bitcoin_alpha_anon_sataoshi,Bitcoin Alpha(s) by Anon Satoshi,881100
kismettwist,Kismet Twist,880021
curse,Chiral Glyphs,880000
elf,ElfBlocks,880000
100-music-waka-poems,100 Music Waka Poems,880000
orange-squares,Orange Squares,879000
bootleg,B.O.O.T.L.E.G.,877000
natfarms,DMT NatFarms,876968
behold,Behold by Steven Miller x Metablend Studios,870000
peepsdao,PeePsDAO Access Pass,870000
bitcoinland,Bitcoinland,869000
satmojis,Satmojis,869000
boag,Birds of a Generative,867000
nanoppai,nanoppai pixel characters,866600
snoiks,Snoiks,865000
orcneas,Orcneas,857924
mfpepes,mfpepes,852100
ninja-city,Ninja City,850000
pixelchainmonkey,PixelChainMonkey,850000
0n1y_0ne_pixe1_ri0t,0n1y 0ne pi×e1 ri0t,850000
doglar,"""DOGLAR"" Free Edition by Viola MissCode",849500
btc-bulls,Bitcoin Bull Brigade,849000
blockinals,Blockinals,847998
cursed_gems,Cursed Gems,840000
ordinal-dreams,Ordinal dreams,840000
bitcoin-tsukumons,Bitcoin Tsukumons,840000
arcane,ARCANE,837300
nodefaces,NodeFaces,832990
epicollective,Epic Collection,831980
sanctumkeys,BXNES SOCIETY: SANCTUM KEYS,830000
bitraiders,Bitraiders,829000
cat20_pass,....,827440
artifacts-by-ghislo,ARTifacts by Ghislo,825400
leg0,BITMAP PUNKS-V1,820000
dead-doges,Dead Doges,817800
loominals,Loominals by Th0mas Art,817199
ordtoons,OrdToons,813500
dvmb78,Decoded The Vintage Matrix Block 78,808000
natsounds,Natsounds,806000
the_machine,The Machine by Ismahelio,801000
indogwetrust,"""IN DOG WE TRUS"" by Viola MissCode",801000
bitcoinarches,Bitcoin Arches,800000
taprootapes,Taproot Apes,800000
lumiforms,Lumiforms by CRFTD,800000
flowing,Flowing by Andrea Belloni,800000
salondepepe,Salon de Pepe,800000
celestial_odyssey,Celestial Odyssey by ChatGPT 3.5,800000
alphaglyphs,ALPHAGLYPHS,800000
hash-and-dot,Hash && Dot,800000
runepepepunks,Rune Pepe Punks,800000
ep2025,1/1 (2025) by EP,800000
pomb_,Pixelated Orange eyes,800000
ice-maiko_collection,ice-maiko music collection,800000
valyanarts,ValyaNarts ART,800000
unbounded-expressions,Unbounded Expressions,800000
domain_dot_gm,Domain Names .gm,794600
be_right_back,Be Right Back,791990
ordi_beacon,OrdiBeacon Talented Origins,790000
bacb,Bitalien Club,789983
prepe_vanity_catalog,Prepé Vanity Catalog by PSYCHONØT,788000
based-music,based x hoodie gang music,786260
chaos_by_mio,CHAOS,780000
ordinals_sharksx,Ordinals Sharks,779700
tism,ordtism,778208
planetaryseeds,Planetary Seeds,777200
the_forgotten,The Forgotten,776000
satoshians,Satoshians,774900
marvel,Milky Way Marvels,770110
pristinerunestone,Pristine Runestone,769000
ck_mfers_universe,CK MFERS UNIVERSE,769000
ordinals-x-gm-pfp,ORDINALS x GM PFP,765000
pupabu,pupabu,759850
fluid-geometry,Fluid Geometry by Andrea Belloni,759000
spz_x_viola_nashville,SpZ X Viola Bitcoin Nashville 2024,757473
giant-musk,Giant Musk,755499
btc_mannequins_collection,BTC Mannequins,750000
watch-me,Watch Me by Andrea Belloni,750000
pixel-street-bunnies,PixelStreetBunnies ,750000
puny-cross,puny cross..,750000
kimono-pepes-wa-collection,Kimono Pepes WA Collection,750000
little-roco,little roco,750000
sloc-games,SLOC GAMES,750000
lfa-ordinals,LFA ORDINALS,750000
tori_no_roji_by_lemonhaze,Tōri no Roji by Lemonhaze,750000
yzymigos,YZYMIGOS,749000
cyber_by_eka,Cyber by Eka,749000
ordinalsnerd,Ordinals Nerd,748000
ro,Recursive Owls,741584
bit-tribe,Bit-Tribe,732000
editions_by_deth,EDITIONS BY DETH,728320
nakamigos,Nakamigos Ordinal,718000
grooks-btc,Grooks BTC,713400
gm_frank,Frank,712390
unknown,Unknown,710000
jalkas_by_wira,Jalkas By Wira,707380
ncpm,NoCapMove,704980
gif,GIF,700000
ordinarinos-btc,Ordinarinos,700000
simpunks,Ordinal Simpunks,700000
submart,SUBMAMO-Ordinal,700000
xcs-o,X-Cartoon-Sidekicks Ordinals,700000
cursed-shrooms,Cursed Shrooms,700000
landscape-of-the-heart,Landscape of the heart,700000
cursed_shadow_warrior,Cursed Shadow Warrior,700000
space_junk,Space Junk ,699000
trial_figures,Trial Figures,698000
orbit,Orbit by RalenArc,697770
deathriders,Death Riders,696580
tiki,Tiki Calendar,694900
bitpixelcats,BitpixelCats,690000
documented_magical_lies,The wizard Receipts,690000
identity,Modal Identity,690000
memegals,Meme Gals,690000
notable-ordinals,Notable Ordinals,690000
cretan-bull,The Cretan Bull by Hafftka,690000
crypto_crew,Crypto Crew,690000
littlescapes,Littlescapes,690000
inverso_stellar_genesis,Inverso: Stellar Genesis,687000
u-wwwwave,u-WWWave,686738
tribeordinals,Tribe Ordinals,680000
melody,Melody by Eka,680000
luminescates,Luminescates,676940
ultrakitties,Tokyo Punks | Ultra Kitties by Sabet,675000
puppetcats,Puppet Cats,669800
papers,Papers,668000
iro,IRO,666600
defuds,defuds,666000
bitclub,.bitclub,665600
ordpixelrings,Ord Pixel Rings,660000
treasuremap,Treasure Map,658000
finducks,FinDucks,655844
based-pills,based pills,655160
bitp,BitPidgey's,652800
isotopes,Isotopes,651000
bitcoin_gothic_woman,Bitcoin Gothic Woman,650000
mutabletrees,Mutable Trees,649980
betterunique-bags,BU-bags,649800
nodebirdz,NodeBirdz,645200
pixelgulden,Pixel Gulden,645000
ordinary-frogs,Ordinary Frogs,641000
quantumbtc,Quantum Bitcoin,640000
shrooming,Shrooming,640000
flyheads,Flyheads,639900
everydayisvalentines_day,Every day is Valentines Day by Sinfini3,633000
come-to-me,Come to me by Andrea Belloni,630000
my_little_gang,My Little Gang,630000
pixelg_girl,Pixel G-Girl,620000
utxominers,UTXO Miners,620000
btcmfers,Bitcoin Mfer Monkes,619300
immordals,Immordals,617900
popinserts,Pop Collective Inserts,614900
unpeeledrunes,Unpeeled Runes,613500
kingdom_act2_alchemy,KINGDOM Ordinals - Act 2: Alchemy,613200
skull_blooms,Skull & Blooms by Ancient Oasis,610000
nftnycxjoshbyer,The Cat who Stole the Sun (NFT.NYC x Josh Byer),610000
blooming,Blooming,606900
depths,DEPTHS by MDV,606000
worldwisewizards,World Wise Wizards,603359
edgefold,EdgeFold by RalenArc,601000
keyboard-warriors-internet-cafe,KWIC - Ordinals,600000
known-unknown-monster,Known-unknown Monster,600000
erik,Erik's Hand Drawn Art - based,600000
goldcats,GOLDCATS,600000
inter-ordinals,InterOrdinals,600000
uhho-ordinals,uhho Ordinals,600000
btms,Bitcoin Mouse,600000
runes-matrix,The rune Matrix,600000
bitcoinandfriends,Bitcoin and Friends,600000
mochipuni-alien,mochipuni alien,600000
1of1_by_eka,1of1 Art on Bitcoin by Eka,600000
hohoemi,HOHOEMI PEOPLE,600000
mcuck,XPunk,600000
look_closer,LOOK CLOSER,600000
s_b_b,Saito Bitcoin Baby,600000
ontheedge,On The Edge by Milla Si,600000
red-moon,People of Wonderland,600000
dragon-generation,Dragon Generation,592000
ordbulls,Ord Bulls,590000
ordinal_enjoyoor,Ordinal Enjoyoor,590000
fractalpunks,FractalPunks,589700
blockboysbtc,BlockBoys,589000
rats_and_mice_uprising_2,Rats And Mice Uprising,589000
taprootrumps,Taproot Trumps,587300
ordpeeps,OrdPeeps,583564
pulseforms,Pulseforms by Murat Atimtay,583500
bitpits,BitPits,580000
quantum-oyl,Quantum Oyl,571449
runes_genesis,Runes Genesis ▣,570000
does,Lil Doe's,567800
monster-zoku,Monster Zoku,566106
freedom_fighters,Freedom Fighters,564500
uchidapunks_genesis,UchidaPunks_Genesis,560000
orange-world,Orange World,555555
btc_presidents,BTC Presidents ,553700
punksworld,Punks World,552000
funnystones,FunnyStones,550000
sacabambaspis-1014,SacaSacabambambaspis,550000
beyondbreath,Beyond Breath Print by Zoe Louise,550000
symphonies,Symphonies by EP,549900
nonfungiblemoneros,Non-Fungible Moneros,544620
rubhub-pwr-ups,rubhub pwr ups,544049
sanctum,THE SANCTUM By Memphis & Frens,542780
monster_tears_btc,Monster tears BTC,541000
undefinedpatterns,Undefined Patterns,540000
bitcoinburgers,Bitcoin Burgers,538608
bitlands,Bitland,535000
bvc,The Bitverse Chronicles,533717
stonedones,The Stoned Ones,530000
popcollective,Pop Collective T206 Holder Pass,525800
baseheads,Baseheads,524270
dmtordinals,DMT-Ordinals,522364
kakukaku-shikajika,kakukaku shikajika,520000
pizza_block_,Bitcoin Pixel Pizza Block,517000
ordbar-on-the-house,ORDBAR ON THE HOUSE,516023
ordinal_jollies,Ordinal Jollies,510000
runians,Runians,510000
ordinal_girls_edition_by_viola,ORDINAL GIRLS Editions by Viola,505000
7-heads,7-heads,500000
ordi-bears,Ordi Bears,500000
nachomigos,Nachomigos,500000
hasc,HASC,500000
bobonals-collection,BoboNals,500000
otternals,Otternals,500000
goldenwoman,Golden Woman,500000
extraordinal_punks,ExtraOrdinal Punks,500000
bitsynths,BitSynths,500000
wagmi-ordinals,wagmi ordinals,500000
codeddreams,Coded Dreams,500000
btc_100k,BTC $100k by Kanetix,500000
dreameater,Dream Eater by Sinfini3,500000
cursed-cubes,Cursed Cubes,500000
ordinalsmilin,Ordinal Smilin,500000
ccx,CN_cotaEX,500000
kemomimi_girls_punk,WE ARE KEMOMIMI GIRLS,500000
mam_ordinals,MAM Ordinals,500000
peropero,Peropero Empire Ordinals,500000
genesis_n9nes,Genesis N9nes,499600
theunion,TheUnion,495599
ordigames,OrdiGames,495000
silkroad,Silk Road,493000
transaction-sarina,trans action sarina 🥏,490000
recc0de,recc0de,490000
doughmotion,DoughMotion,490000
unitap,UniTap OG Passes,488400
ordinalwasteland,☢️ oRDINAL wASTELAND ☢️,485200
slums,SLUMS,482000
neozipungtoys,NeoZipung Toys,480000
grim,Grim Verse,479999
fulu_taslisman,Fulu Talisman,479250
iv_prints,IV. PRINTS,472897
stamped,Historical Of ₿,472700
extraterrestrials,extraterrestrials,472000
triangle-d,triangle-d,470000
cursedpixelsats,Cursed Pixel Sats,469000
bitcoinnotaphily,Bitcoin Notaphily,464500
bitbarneys,BitBarneys,463310
bitmonkes,Bit Monkes,460000
bitfragmentation-mag,BitFragmentation by Mag,460000
asciimonkes,AsciiMonkes,460000
opin,OPIN,460000
dungeon_dragons,Dungeon Dragons,455000
karate-ordinals,Karate Ordinals,454390
dogesats,Dogesats,450890
nodes,Nodes,450000
artisticsordinals_italy, Artistics Ordinals 🦋 [Italy],450000
horsepunks,HorsePunks,450000
littledoginmyheart,Little Dog in My Heart by Sinfini3,450000
prickster,Prickster,444000
squares,Square's,444000
spacechip,Nyon Space,440000
haha_glitch_animations,HAHA Glitch Animations,440000
kika,KIKA Bunnies,439800
hyptnocube,Hyptnocube,436900
retro-bitcoin-bots,Retro Bitcoin Bots,430000
the-arrival,The Arrival,430000
refresh-ordinals,Refresh Ordinals,430000
tsa,The Saneyama Aliens,430000
blue_by_eka,Blue by Eka,430000
domain_dot_oxbt,Domain Names .oxbt,429000
conquered_darkness,conquered_darkness,428999
glitchmarks,Glitchmarks,427500
ordinal-islands,Ordinal Islands,426900
bhyc,Bonie Heads Yacht Club,422000
lel-bot,LeL Bots,419281
no-name-project,THE NO NAME PROJECT,419000
singularity-network,Singularity Network Server,417900
yeggz,Yeggz by Yegger's Bar,416990
ordbar,ORDBAR,410000
pikas,PIKAFACES,410000
quest,Quest by Milla Si,410000
romaco-ordinalbu,romaco-ordinalbu,410000
argothepuppy,Argo The Puppy,408700
pichobyrabeno,PichobyRabeno,405801
shadow_civilians,Shadow Civilians,404300
btc_eggs,Btc Eggs,400000
mcpepes,McPepe's,400000
coinmarketcat_btc,CoinMarketCat BTC,400000
customink,INK CUSTOM,400000
tutifruti-woman,Tutifruti Woman,400000
degenerate-computer,Degenerate C◉mputer by Casey Rodarmor & Liam Scalzulli,400000
kin,CNP King Ordinals,400000
cns,CRYPTO NINJA SKATEBOARD,400000
umeko,Umeko,400000
frames,Frames,400000
umekobuyo,Umeko BUYO,400000
sumo_hamsters,Sumo Hamsters,400000
fukupixels,Fukupixels,400000
zombie_pixels_game,BTC_RetroArcade: ZOMBIE PIXELS,400000
medjeworld,MedjeWorld,400000
dogooooo,dogooooo candy dots by SAYOOOOOh,400000
pixel-effector-kids,PIXEL EFFECTOR KIDS,400000
moody_cats,moody_cats_ordinals,400000
ocs,Onchain-Clocks,400000
ordinal-pixelf,Ordinal Pixe.l.f,400000
mpga,MPGA,400000
scanmode,scanmode by RichArt,399000
maskmoneybtc,MaskMoneyBTC,394379
flux-capacity-by-lordcalder,Flux Capacity by Lordcalder,390800
rune_token,Rune Token,390000
moodsbydiablitoons,Moods,390000
p-p,Pepe Pups,390000
thepolki,thePolki,389900
skoons,Skoons,389000
arcanedual,arcaneduel archive,389000
mad-mandrills,Mad Mandrills,388000
pills,Vault Pills,387600
pepeunknown,PEPE UNKNOWN,386900
solemnsboutique,Boutique by Solemn,386000
bitroyale,Bit Royale Ordinals,385770
punkeditions,Punk Legends - Editions,385500
cefoia_by_eka,Cefoia by Eka,380000
bitcity,Bit City,379800
this_is_dog_by_viola,THIS IS DOG! - Free Op Ed by Viola,379500
space-ape-ordinals,Space Ape Ordinals,376700
inscription-book,BRC-137 Inscription Book (BRC-420),372900
life_zero,Life Zero,371100
bitcoin-frog-monsters,Bitcoin Frog Monsters,370000
wetiko_btctag,Wetiko BTC Tags,369000
bitcoinfools,Bitcoin Fools,368080
pol2,POL V2 by Harto,368000
cheesus_album_art,cheesus but Album Art,367000
koshki,🐱 Koshki by ⌬ Enchained.Games featuring Neko Neko,360000
megastructure-2,Megastructure 2 - Edition by Costo Bravo,360000
btcpixels,BTC PIXELS by BCMDRAWSMOTION,360000
lyingrat,Lying rats,356500
bloodmoon,Fate of the Blood Moon by Lunatics,354931
bit-beavers,Bit Beavers ,350000
bitkong,Big Banana Gang,350000
akachan,Akachan!,346023
dragonpoker,DragonPoker,345000
poker,Bitcoin Poker,343000
domain_dot_bitter,Domain Names .bitter,342000
bitcoinbonesyndicate,Bitcoin Bone Syndicate,340637
zmaxibiz,Zero Maxi Biz,340001
freedom-to-transact,FREEDOM,337000
npnts,NODE PEANUTS,335390
bitart,BitArt Programmable Computer,335000
love,love_message,333560
mono-og,Mono-Bamboo-Blend-T-Shirt,333000
goons,Goons,330000
bitcoin_space_pills,Btc Space Pills,330000
alienation-rosbeldev,Alienation by RosbelDev,325100
pixel_unicorns,Pixel Unicorns,325000
rune-rabby,RuneRabby,324500
btc-bears,Bitcoin Bears,322690
heavenly-gates,Heavenly Gates,320000
phantom-dreams,Phantom Dreams of Ordinals,320000
dystopia,DYSTOPIA by TheArtist,317510
ordicat,Ordi Cat,315300
tubathealien,TUBA THE ALIEN,313120
goldrushnft,Goldrush,312700
pinocchio,Pinocchio,311020
bitcoin_bones,Bitcoin Bones,310400
ham,Bitcoin UFO -Ham's Pixel Cawaii Collection-,310000
ordinal-guys,Ordinal Guys,310000
islandtribe,IslandTribe,308000
mysterious_orange,Mysterious Orange by Eka,305000
deadrip,DEADRIP,304740
yarn-dynamics,Yarn-Dynamics,301000
yisuminers,Yisu miners,300000
bobots,BOBOTS,300000
sapuppets,Sapuppets,300000
satoshi_collectible_cards,Satoshi Collectibles Cards by @DAnTerBTC,300000
runicode,Runes Symbols Unicode,300000
cursed_recursive_destiny,Cursed Recursive Destiny,300000
screamingbaseball-ordinals,Screaming Baseball Ordinals,300000
ordinarinos_opals,Opals,300000
yeti,YETI,300000
pzzlebuzz,PUZzleBuzZ,300000
mempooliohonoraries,Mempoolio Honoraries,300000
bitcoin-ordinal,Bitcoin,300000
solana,Solana,300000
sound,BTC Sound Logo Music,300000
monita,monita,300000
ordinalsptan,ordinals ptan,300000
portrait_mary_collection,Girlfriend Collection ,300000
project-mushroom,Project Mushroom,300000
mayoke,MA.YO.KE,300000
gbo,Guitar Bitz Ordinals,300000
eco-penguins,ECO Penguins,300000
bitcointhugs,BITCOIN THUGS,300000
ordinal_moon,Ordinal Moon,300000
uuu3s,”Hops” UUU3's,300000
neosamurai,NEO SAMURAI TYPOGRAPHICS,300000
bunnyplush,Bunny Plush,300000
ofuro_badge_collection_ordinals,OFURO badge Collection,300000
alpaca_buddy,Alpaca Buddy,300000
mind,MIND,300000
nyanbear,NYAN BEAR Ordinals,300000
yakuyoke,YAKUYOKE by Mag,298880
metamorphossa,MetaMorphOssa,295000
randomkittens,RandomKittens,294000
blockhz-frequency,BlockHz Frequency,293280
bitcoinlizards,Bitcoin Lizards,292100
seedonbtc,S.E.E.D.,290415
bitcoinpeng,Bitcoin Peng,290000
btc_brawlers,BTC Brawlers,290000
runersx,The Runers,289980
recursive_legend,Recursive Legend,288000
100ordinalsbybicasso,100Ordinals,287300
bitcoinrabbits,Bitcoin Rabbits,286610
lazysyndrome,LazySYNdrome,281899
moobie,Moobie,280000
julia-ii,Julia II by Andrea Belloni,280000
bitcoinstickfigure,Bitcoin Stick Figure,280000
thegate,THE  GATE,280000
ordinal-dungeons,Ordinal Dungeons,279990
ordinal-circus,Ordinal Circus,279000
okinii,Okinii,278900
genki,Genki,276900
cheesus_but_misprints_and_honoraries,Cheesus but Misprints (and Honoraries),276000
julia-i,Julia I by Andrea Belloni,275000
oozygoozemos,OOZY GOOZEMOS,273700
lilcaesarsempire,Lil Caesars Empire,272400
domain_dot_pepe,Domain Names .pepe,272000
bitcoin_undead,Bitcoin Undead,270000
cicada3301,CICADA 3301,270000
wildhearted,Wildhearted by Eka,270000
matrix-ordinals,Matrix Ordinals,269000
cc_x,cross-chain x,265000
1-1-pieces-by-viola,1/1 Art by Viola Misscode,265000
this-is-joe,Ordinal Is Dead,263538
treasure-island,Treasure Island,260000
elemenzarunestone,ELEMENZA RUNESTONE EDITION by LEFTCLICKBUY,258050
misfits,Misfits,257000
csc,Crystal Skull Collective,255000
rugnals,RugNals,255000
bitville,BitVille LAND,254400
cute_fruits,Cute fruits,254000
bonecat,Bone Cat,254000
zkf3,ZKF3,253000
nottributes-dmt,NOTtributes,250339
daisychains,Daisy Chains by Lordcalder,250300
inscribedaudio,Ides Of March,250000
magicblock,MagicBlock Virtual Mining,250000
prophe7s,PROPHE7S,250000
mashowmen,MaShowmen,250000
mosaics,Mosaics,250000
pixel-obaca,Pixel Obaca,250000
hitogata_chang,HITOGATA CHANG,250000
crypto-eggmen-covered,Crypto Eggmen Covered,250000
rannosuke,NINJA National Flag,250000
blcks,The Blocks,250000
asymmetric-hallucinations,Asymmetric Hallucinations by EP,250000
pixelkilroy,Pixel kilroy,250000
ura,Useless Runestone Analyzer by Andrea Belloni,247000
mervs,Merv’s ,247000
bitcoin_ape_punk,Bitcoin Ape Punk,247000
squiddies,SQUIDDIES,245700
bittribeviking,Bit-Tribe : Vikings,245000
inscribed-nouns,Inscribed Nouns,244800
stwwh,Change the World With Hash,242000
ouroboros,Ouroboros,240000
ordinal-hi-scorers,Ordinal Hi-Scorers,240000
ordinal-beanz,Ordinal Beanz,240000
harvest_army420,💐HARVEST ARMY💐,240000
gooseracingclub,Recursive Goose Racing Club,240000
magiccats,Magic Cats,239800
dreadpirates,Dread Pirates,238600
ordimartians,OrdiMartians.btc,238000
bitcoi-4-life-viola,BITCOIN 4 LIFE -OP ED by Viola,235000
indicolite,INDICOLITE by OGBE,235000
facefable,FaceFable,233680
404meow,404MEOW,232000
doctordripp-wearable-star,DOCTORdripp Wearable Star Icons,231000
dope_pizza_party,DOPE PIZZA PARTY,230000
sdr,Seven Deadly Roses by Brrrbon,230000
wossums,Wossums,230000
be_brave,Be Brave by Eka,230000
thecabal,The Cabal,230000
tit_wif_nip_by_ogbe,TitWifNip by Ogbe,229700
gizmo_is_bad_4_society,Gizmo Is Bad 4 Society,229000
ordi_cat,Ordi cat,228600
blindbox,Blind Boxes by Experiment 9,227600
julia-iii,Julia III by Andrea Belloni,224000
fluxbyogbe,FLUX BY OGBE,223800
honzopets,honzopets,223000
pixietown,Pixie Town 777,222200
dreamers,DREAMERS by HYAIPE,221000
recursive-nounpunks,Recursive NounPunks,220000
p-sd,Pixel Sekai Diverse,220000
hypershift,HYPERshift,219000
dacc,Dead Ape Country Club,218500
xdimensions,X Dimensions,215000
ume-headcases,United Minds Of Earth (UME) - Headcases,214000
haunted_photography,𝕳𝖆𝖚𝖓𝖙𝖊𝖉 𝕻𝖍𝖔𝖙𝖔𝖌𝖗𝖆𝖕𝖍𝖞,213800
freaktals,NodeFreaks,213100
omb_4370,Ordinal Maxi Biz #4370,210050
tomos,Tomos,210000
revoklok,RevoKlok by Sir Gadfly,210000
ordinalmonsters,Ordinal Monsters,210000
uymd,utubuse YAMUDOT,210000
doxxed_passes,DoxxedBTC OG Passes,208000
wrapped_laserbubu,Wrapped Laserbubu,207900
llb,Luna Love Birds (LLB),207100
summoned-mecha-beasts,Summoned Mecha Beasts,207000
ox999,OX999,205601
ordicocks,OrdiCocks,202500
grifterpuppets,Grifter Puppets ,201000
ordi-banditos,Ordi Banditos,200000
madmonkieserum,Mad Monkies Serum,200000
ordinal_dino_goats,Ordinal Dino Goats,200000
club-honoraries,ORD CLUB HONORARIES,200000
mystical-cards,Mystical Cards by RosbelDev,200000
ordimogn,ordimOGn,200000
node_babies,Node Babies,200000
overtake,OVERTAKE,200000
ordinaldragoons,Ordinal Dragoons ,200000
trad-japanese-purple,Trad Japanese purple,200000
physical-bitcoin-1000,Physical Bitcoin 1000,200000
ordinal-code,Ordinal Code,200000
orst,Ordistorians,200000
pixeluuu3s,Pixel UUU3's,200000
end_of_food_ordinals,End of Food Ordinals,200000
pepliftsbtc,PEPELIFTSBTC by Hafftka,200000
pp_hiyo,Pixel Pudding,200000
moonopoly-s1,Moonopoly (S1),200000
dimons,🌬️ Bitcoin Dimons by Zeta Zeroth,200000
hyokkori-cn,Hyokkori CryptoNinja,200000
glayskinnedpsychics,Glay Skinned Psychics,200000
nodeart,Node Art,200000
calmfire,Calm Fire by Sinfini3,200000
ddh,Diamond Hands,200000
sdh,Samuel DIAMOND Hand,200000
spectrumrunes,Spectrum Runes,200000
lovelysoftbody,Lovely soft body,200000
ordinals-trashpunks,Ordinals-Trashpunks,200000
scarlett,Scarlett Collection,200000
boredbaby,Bored Baby ,200000
interstellar,Interstellar,200000
pixelcats,PixelCatsBtc,199500
domain_dot_ai,Domain Names .ai,199000
war-stories,War Stories by PSYCHONØT,198000
spiritstone,SPIRIT•STONE,195700
chillpill,Take a Chill Pill,195000
mybathroom,BTCWC.My Bathroom,195000
geometry600,Geometry600,192000
om-tickets,OM Tickets,191000
ordinals_piece,Ordinals Piece,190000
ordinalwhales,Ordinal Whales,190000
elite-emperors,Elite Emperors,190000
sathunters,Sat Hunters,190000
bit-stone,Bit Stone,190000
foxes-ss,Foxes SS,190000
sids-logos-trifecta,SIDS•LOGOS тяιƒє¢тα,189464
stone_shaper,Stone Shaper,188800
notagain,NOT again.,188350
cryptomancers_universe_key,Cryptomancers Universe Keys,187777
sangaku,Sangaku Triunity,186010
chainson78z,Chains on 78z,185000
avoidbrightlights,Avoid Bright Lights by TheArtist,181940
ordipals,Ordipals,180800
goldchips,Gold Chips,180000
notshrooom666,Not Shroom,180000
wtf-tokyo-ord,WTF TOKYO (ORD),180000
orange-pilled,Orange Pilled ,179000
prime_runes,Prime Runes,177000
ordinalslimes7,Ordinal Slimes,176900
forthebirds,For The Birds by Ogbe,176800
synchronicity,Synchronicity by Eka,175000
monkeystone,Monkeystone,174000
meteoritepark,Meteorite Park by Sinfini3,174000
lots,Legends of the Sats,172000
stonesbrc,$STONES PRE BRC 2.0,171000
ordinal-edgehogs,Ordinal Edgehogs,170000
fourseasons,Four Seasons,170000
dawnofthepizza,Dawn Of The Pizza by HeyTVM X Ordinal Pizza ,170000
minimal-deco,Minimal Deco by Andrea Belloni,170000
ordinal-codex-prizm,Ordinal CoDeX: Prizm,170000
the-goat-collection,The Goat Collection,170000
shadow_walker,Shadow Walker,169000
bitcoindeadpunk,Bitcoin Dead Punk,169000
artfulbooba,ArtfulBooba,169000
delicious-punks,Delicious-punks,168000
algo_editions,Algorithmic Blooms Editions,166500
icon,ICONS,166300
newbitcoinorder,New Bitcoin Order,164500
ordinals-dog,Ordinals DOG,164000
btcvillians,Villians,163200
pixel-artsy-monke,Pixel Artsy Monke,163000
color_mask,ColorMask 彩谱,160000
cosmicgems,Cosmic Gems,160000
grit,Grit n Glitch by Sir Gadfly,160000
prototype_sentinel,PROTOTYPE SENTINEL,160000
stay_weird,Stay Weird,160000
dog-runestone-skyrocketing,DOG & Runestone Skyrocketing,160000
unchained_corridor,Unchained Corridor by MDV,160000
soc,Seoridinals Collection,160000
propaganda,Propaganda,158800
piraults,Piraults - Anne,158500
mydogs,MY DOGS DMT,156610
btc-relics-ai-edition-1,BTC RELICS - EDITION #1,155000
bitcoincards,Bitcoin Cards,155000
bitcoinscissors,Bitcoin Scissors,152500
fullmonkebiz,Full Monke Biz,152000
unordinals_ascii,Unordinals - ASCII,150169
legerlandpassport,Ledgerland Passport,150000
asicgenesis,AsicGenesis,150000
death_runesr3,Death Runes,150000
singularity_recursive,Singularity Recursive Ordinals,150000
ordinal_raffles,Ordinal Raffle #1,150000
signal,breakmefree by Sir Gadfly,150000
teh_space,teh Space by Donny Clutterbuck,150000
miners,miners,150000
luminescence_by_eka,Luminescence by Eka,150000
billiondollareggs,Billion Dollar Eggs,150000
ranas,Ranas,150000
ordbugs,Ordinal Bugs,150000
btc-geniuses,BTC-Geniuses,150000
mutantroyals,Mutant Royals,150000
hachimitsu_bear,hachimitsu_bear_ ordinals,150000
negai,NEGAI by YF,150000
sitcomgame,Sitcom Game,150000
